categories	business_id
"Dentists, Health & Medical, General Dentistry, Cosmetic Dentists"	MgbDWOfxzM9jNhWkpnt6bw
"Orthodontists, Dentists, Health & Medical"	c_7IPxRwSYP-4uWm6v7_EA
"Health & Medical, Orthodontists, Oral Surgeons, General Dentistry, Cosmetic Dentists, Dentists"	ZAKKkBOPnzmfkVD04nPmEQ
"Cosmetic Dentists, Health & Medical, General Dentistry, Dentists"	kxWGcD1VsOt3_frdhbJmgw
"Health & Medical, Orthodontists, Dentists"	OXCOUZ4c8xUu6o8PB0Mkqw
"Oral Surgeons, Health & Medical, Dentists, Cosmetic Dentists, Endodontists, General Dentistry"	K8KXPkHdF9FXKBuGyaXbpw
"Cosmetic Dentists, Periodontists, Health & Medical, Dentists, General Dentistry"	i0BlD6_ytKk5Ip-Hg90zDA
"Cosmetic Dentists, Dentists, Health & Medical"	R3rE7P_BhlasJe2AZQ-yhw
"Cosmetic Dentists, Orthodontists, General Dentistry, Dentists, Oral Surgeons, Health & Medical"	MEJsTLArqRJgHob7lhgSzw
"Periodontists, Dentists, Cosmetic Dentists, Endodontists, General Dentistry, Health & Medical"	cWQ7D_LgF8H9e13iDwxmqg
"Cosmetic Dentists, General Dentistry, Health & Medical, Endodontists, Dentists"	WvnGKJnyPssdLAhydhuVrw
"Dentists, General Dentistry, Employment Agencies, Health & Medical, Professional Services"	P1x6pumuWTOZAGWS-DjqFQ
"General Dentistry, Dentists, Endodontists, Orthodontists, Cosmetic Dentists, Health & Medical"	ie7O5zXctUVTOqZRICdPFw
"Cosmetic Dentists, Dentists, Orthodontists, Health & Medical, Endodontists, General Dentistry"	lCJzPWC5ckhbAgRZHi8r0w
"Dentists, General Dentistry, Health & Medical"	8h9OsNX0hQ7YbpdSTdSEeA
"Health & Medical, Dentists, General Dentistry, Oral Surgeons"	-5OGnkKlP5nECa5rp6E1gg
"Pediatric Dentists, Dentists, Health & Medical, Cosmetic Dentists, General Dentistry"	C_vHlFHGm1R5BOtLjLJvbA
"Dentists, Health & Medical, Periodontists"	J5vmfuuVnEEWpupxJyP5yQ
"Dentists, Health & Medical, Oral Surgeons, Cosmetic Dentists, Periodontists"	#NAME?
"General Dentistry, Orthodontists, Cosmetic Dentists, Health & Medical, Oral Surgeons, Dentists"	KorDO9swmOxuKrVNJ-k0vQ
"Pediatricians, General Dentistry, Dentists, Doctors, Health & Medical, Endodontists, Cosmetic Dentists"	QtJjRm1Go_uD4utdVjYQzA
"Health & Medical, Periodontists, General Dentistry, Dentists, Cosmetic Dentists"	QPD44276AyBORfR4-7mszQ
"Cosmetic Dentists, Health & Medical, Dentists, General Dentistry"	rVDm2WfHAZ4a-QTvLweooA
"General Dentistry, Dentists, Health & Medical"	g-_cQV7FPEA9NduRqhBiHg
"General Dentistry, Dentists, Health & Medical"	3T_xiwUB9OY9VPttr1H-Yw
"General Dentistry, Cosmetic Dentists, Health & Medical, Dentists, Endodontists"	zkYURkaFb1bOsh_qulIPnA
"Oral Surgeons, Cosmetic Dentists, Dentists, Health & Medical, General Dentistry"	mLfaE_ybeLP7pTg3PkfzAA
"Dentists, General Dentistry, Health & Medical, Cosmetic Dentists"	AIqvr0QfMFZwc6-J54Q5Bg
"General Dentistry, Dentists, Health & Medical, Cosmetic Dentists, Orthodontists"	zCj4wfowTCK5uHoQzi7D9A
"Pediatric Dentists, Dentists, Health & Medical, General Dentistry"	XINXIrqWlym-0Hx43jl4MQ
"Pediatric Dentists, General Dentistry, Health & Medical, Dentists, Orthodontists"	jZl08QQgQzN6W852llzz-A
"Dentists, Orthodontists, Cosmetic Dentists, Health & Medical, General Dentistry"	MvfHizOl4EheVaJ_DaYEFw
"General Dentistry, Orthodontists, Dentists, Health & Medical, Cosmetic Dentists"	tZF7u6dRwq8vubQiAoQRhg
"Health & Medical, General Dentistry, Pediatric Dentists, Dentists, Cosmetic Dentists"	EjquVSMrDagkGsBSSWgW3Q
"Pediatric Dentists, General Dentistry, Orthodontists, Cosmetic Dentists, Endodontists, Dentists, Health & Medical"	dDiWumkB_Ovv646nJ5zySA
"Dentists, Health & Medical, Orthodontists"	3wWXy7fE4Svnpkt5ub-xXQ
"Health & Medical, General Dentistry, Dentists"	XCmLxIn1y-yF-yurUuSx4A
"Health & Medical, Endodontists, Dentists"	1_RnfPCfPKAhEolhM5yeUw
"Endodontists, Dentists, Cosmetic Dentists, General Dentistry, Health & Medical"	R4C2dK1OMl9V6aoqT4-qPQ
"Dentists, Endodontists, Health & Medical"	6u1aZxGcYqwS49H2nY6cQA
"Dentists, Health & Medical, General Dentistry, Cosmetic Dentists, Pediatric Dentists"	9nyTVh6hQvKw0Vgro0XTjw
"General Dentistry, Cosmetic Dentists, Health & Medical, Dentists"	smOLEDM8aQYKxcj16vtfng
"Health & Medical, Dentists, Cosmetic Dentists, General Dentistry"	TwWOwN7cKou9t5Hl6ckAYw
"General Dentistry, Health & Medical, Orthodontists, Cosmetic Dentists, Dentists"	z5RVYv-dGkWWlHT6GMiPjw
"Periodontists, Orthodontists, Health & Medical, General Dentistry, Dentists"	ObxLOLjwXS8zGaiUN9jaEA
"Dentists, Health & Medical, Endodontists"	Ie1rZ0A0nX-buH730LtiyQ
"General Dentistry, Health & Medical, Dentists"	C2l4E8W3Wf5sRC6lLVlu_A
"Dentists, Health & Medical, Cosmetic Dentists, Pediatric Dentists, General Dentistry"	qwCXKgEJyYIFLpu9nyipYA
"Dentists, Health & Medical, General Dentistry"	MTq7nwojBEmzksUNWVE0Jw
"Dentists, Cosmetic Dentists, General Dentistry, Health & Medical"	TDFNkjLMtDmeegFN0cvHCw
"Dentists, Cosmetic Dentists, Health & Medical, General Dentistry"	I4l-lZU9Q2OFvELcmlTh0Q
"Orthodontists, Health & Medical, Dentists"	gskmYnRkp3ummwiKWAJgzg
"Dentists, Oral Surgeons, Health & Medical, Cosmetic Dentists, General Dentistry"	RClrhCnZiQtKbg6XUpwIWQ
"Dentists, Endodontists, Orthodontists, Cosmetic Dentists, Health & Medical, General Dentistry, Periodontists"	uO342W3NYilBA1rfEO8PeQ
"General Dentistry, Pediatric Dentists, Dentists, Health & Medical, Cosmetic Dentists"	vkrCwim6zBfLgqg--_aSlA
"Dentists, Prosthodontists, General Dentistry, Cosmetic Dentists, Oral Surgeons, Health & Medical, Pediatric Dentists"	F9xK7CPJuDzdENwX0w8LoA
"Periodontists, Health & Medical, General Dentistry, Cosmetic Dentists, Dentists"	B10LdeWfwhMmQlkS65LPzg
"Dentists, Cosmetic Dentists, Periodontists, Oral Surgeons, Health & Medical, Prosthodontists"	RDDGbsBrrZERivN1NQvoTw
"Cosmetic Dentists, Dentists, Health & Medical"	LIP4GOrOAN3ghRiBUmvQXA
"Health & Medical, Cosmetic Dentists, Endodontists, Dentists, General Dentistry"	vNePnJ9aLHF9CbkqJvJbwQ
"Dentists, Orthodontists, Health & Medical, General Dentistry, Cosmetic Dentists"	c1siAPW4kxsrURH5SqOe3A
"Cosmetic Dentists, Orthodontists, Health & Medical, General Dentistry, Pediatric Dentists, Dentists"	AcFlcjRyHwzjI9nG62lmdw
"General Dentistry, Orthodontists, Health & Medical, Dentists, Cosmetic Dentists"	JcvzGsduPleBbUfVgfAtyQ
"Dentists, General Dentistry, Cosmetic Dentists, Health & Medical, Periodontists"	twoxa0_9sn6ZN4j40kDsuA
"Health & Medical, Dentists, General Dentistry, Oral Surgeons"	sMI-u3Ss9zxY7NyOsXYTdQ
"Endodontists, General Dentistry, Dentists, Health & Medical, Cosmetic Dentists"	9O8ZskAZzizitNmYnwseSg
"Dentists, General Dentistry, Cosmetic Dentists, Health & Medical"	rNzHbtgBNNUetlmjrvhKkA
"Dentists, Pediatric Dentists, Health & Medical"	T1pZI0rgVrL75D168x1Bag
"Orthodontists, Dentists, Cosmetic Dentists, General Dentistry, Health & Medical, Oral Surgeons"	fN5uMqVJChcovlp4zIOL_g
"Health & Medical, General Dentistry, Cosmetic Dentists, Dentists"	WwtcV0ylKVBEvjRQFL3e3w
"General Dentistry, Pediatric Dentists, Dentists, Orthodontists, Health & Medical"	V1CZxN5gW1cFj0VO2Dv7zw
"Dentists, Health & Medical, Endodontists"	ASMu5btma_qnHcg_ClES6w
"Dentists, Health & Medical, General Dentistry"	q7VYwzftUDT8qdNux6jO6w
"Health & Medical, Dentists, General Dentistry"	wwMHjQLnrRWOMWm-7TBNNg
"Orthodontists, Endodontists, Health & Medical, Dentists"	w9JSC57Pd10jST7kUq9wlw
"Oral Surgeons, Health & Medical, Cosmetic Dentists, General Dentistry, Dentists, Orthodontists"	3fTFIN8jRb7T6xsVKP5DYQ
"Orthodontists, Health & Medical, Dentists"	lau54w4OTmtGYWNVfX0m3A
"Dentists, Cosmetic Dentists, Health & Medical, General Dentistry"	inifQjerB70iJb4ZyRBeqQ
"Dentists, Health & Medical, Pediatric Dentists, General Dentistry, Cosmetic Dentists"	_UM2p8oDbeUx9pdY8a_BCQ
"Dentists, Cosmetic Dentists, General Dentistry, Health & Medical"	rN5Yr8-vB-5ctRB4VYh1Jw
"Dentists, Orthodontists, Health & Medical"	QW0ozABysFmiOI7oVFrbfQ
"Cosmetic Dentists, Health & Medical, General Dentistry, Dentists"	wA71o02F81Dv5bz_LNO4Ug
"Dentists, Health & Medical, Endodontists, General Dentistry, Periodontists, Cosmetic Dentists"	nCNQLl4yDfLHTst9kwglOg
"Health & Medical, General Dentistry, Dentists"	l49E-Uma2vAaRaEVy5AKMg
"Health & Medical, General Dentistry, Orthodontists, Dentists, Pediatric Dentists"	QUwbiPWAQJXT6yNFvfE94g
"General Dentistry, Health & Medical, Dentists"	FzpFTM0TKNdgKcHp4OJXYw
"Dentists, Orthodontists, Health & Medical"	7YcDvT_CEE4a1ZQ5agWQ2A
"Orthodontists, Health & Medical, General Dentistry, Dentists, Oral Surgeons"	whLHApkWTee3AGpgFnQNGw
"Periodontists, Cosmetic Dentists, Dentists, General Dentistry, Health & Medical, Endodontists"	jqXX6SWhYAMDRuGw2zci9A
"Health & Medical, Dentists, General Dentistry"	qQxFWZDBmZI3DkDiur3xVA
"Dentists, General Dentistry, Health & Medical, Financial Services, Insurance"	ZymhNdc8PuMXSFhVvnEL4Q
"Dentists, Orthodontists, Health & Medical"	csuXB5DPzIe0Z2yKGkWOBw
"Dentists, Cosmetic Dentists, Health & Medical, General Dentistry"	JptHXS7gcX79rlk_nX7gEA
"Dentists, Pediatric Dentists, Health & Medical, Orthodontists"	3_Qbji4VSXsyrjYxDxaV6w
"Dentists, Health & Medical, General Dentistry"	4JJWiQizxnIVvZVEX5G0SA
"General Dentistry, Cosmetic Dentists, Health & Medical, Dentists"	9YGPYdgNq9oHSWn8IEQY7w
"General Dentistry, Orthodontists, Periodontists, Cosmetic Dentists, Health & Medical, Dentists"	9fRmwuNWv56l-pHLDYW6lQ
"Dentists, Health & Medical"	jvsJzCNV0Z5ktSP3bkq3Jw
"Orthodontists, General Dentistry, Dentists, Cosmetic Dentists, Health & Medical"	mEkrNnwHtDbaPf9VbLxzag
"Dentists, Health & Medical, Orthodontists"	gJsKFyS0Nt8CmQJYesHUbA
"Dentists, Health & Medical, General Dentistry"	CCTlOWOP4xtc4e6tBH9-9A
"Dentists, Orthodontists, Health & Medical"	8wjnjuvlcshK0cZ4fP-WVg
"Dentists, Health & Medical, General Dentistry"	MsOju1FnkWFvRhV-6LwoSw
"Health & Medical, Endodontists, Pediatric Dentists, Dentists"	o78dfb2wiCocyRM-tqd5Nw
"Cosmetic Dentists, Health & Medical, General Dentistry, Periodontists, Dentists"	Bm_BVZGO1qTc_VNIdPGwQw
"Oral Surgeons, Health & Medical, Dentists, General Dentistry"	lyPvWWcJzuuj30ro4BZ35A
"General Dentistry, Health & Medical, Cosmetic Dentists, Dentists"	WmJBeH6-Gra-TvIQlVWJGw
"General Dentistry, Health & Medical, Dentists, Cosmetic Dentists"	bdBY3iIrxs8hHJycLLj-Og
"Health & Medical, Dentists, Cosmetic Dentists, General Dentistry"	I6Z06BXGkOD_MP93voZeyQ
"Cosmetic Dentists, Pediatric Dentists, General Dentistry, Oral Surgeons, Health & Medical, Dentists, Endodontists"	BDY-UXZ48nitYqoQQTKkpQ
"General Dentistry, Health & Medical, Orthodontists, Dentists, Cosmetic Dentists"	7gWprw97WYZNgzI1pEhoKg
"Dentists, Health & Medical, Endodontists"	xJOzuaKtgGYqmWXrF4P_RA
"Dentists, General Dentistry, Health & Medical, Cosmetic Dentists, Orthodontists"	dZA1kAzXdGY-umvPebulFw
"General Dentistry, Dentists, Health & Medical"	57onEbn5jK49D1JnPSsKPQ
"Dentists, General Dentistry, Health & Medical"	bSHVMqtY_XWj6_4foJobLg
"General Dentistry, Health & Medical, Dentists"	xRde4wSxmvVeHKId6nHUfQ
"Cosmetic Dentists, Health & Medical, Naturopathic/Holistic, General Dentistry, Dentists, Sleep Specialists, Doctors"	vu0r1pwahF7TYsZpRAD7ig
"Dentists, Health & Medical, General Dentistry"	cz5kBEZMHKyJ_nZXn-IRIA
"Cosmetic Dentists, General Dentistry, Dentists, Health & Medical"	7UCnvK2576Y9iVKARlY3-w
"Health & Medical, General Dentistry, Dentists, Cosmetic Dentists"	zPsKzTXrSwDzo3YV-mExZQ
"Endodontists, Cosmetic Dentists, Dentists, Health & Medical, General Dentistry"	6Ws71FVtznR5DYqsrePBQA
"Dentists, Cosmetic Dentists, Health & Medical, Orthodontists"	LFmH7oUMwxZV2KzcoRE2pQ
"Dentists, Health & Medical, General Dentistry"	JLpss-H1qX4tJ9eRuSqgmw
"General Dentistry, Health & Medical, Cosmetic Dentists, Dentists, Orthodontists"	Pjc9PlWpkGjhhjxP1czPGQ
"General Dentistry, Endodontists, Dentists, Health & Medical"	R3ZJ2g0UoqTTizXHE3panw
"Health & Medical, Endodontists, Dentists, Oral Surgeons"	eo18Q7d-4taMSXN9_v7inA
"Health & Medical, Cosmetic Dentists, General Dentistry, Dentists"	KBxlctkFge-jGjMWQITaAQ
"Dentists, Family Practice, Health & Medical, General Dentistry, Doctors"	ZSbrKhhdGTmEZ_XQk8yyRA
"Health & Medical, Dentists, General Dentistry"	PBp-jBLwAKnPO2aS7GqyzQ
"Health & Medical, Dentists, Orthodontists"	eoOFTyoUsy46BXSrGnx-_g
"Health & Medical, Dentists, Periodontists"	MVUinYmdxx7YKwNta6d11A
"Dentists, Health & Medical, Endodontists, Oral Surgeons"	4P-lNvndw38uxYDN0bkrOA
"Dentists, Oral Surgeons, Endodontists, Health & Medical"	YW3FkWZYkmg9ZCwgX-DOnw
"Oral Surgeons, Health & Medical, Dentists"	TdAV-xR3ehZrvb43NAUm0w
"Beauty & Spas, Dentists, Health & Medical, Periodontists, Teeth Whitening, Cosmetic Dentists, Pediatric Dentists, General Dentistry"	_VwlN6pCkf08_3dbIsX2SQ
"Endodontists, General Dentistry, Dentists, Health & Medical, Cosmetic Dentists"	t4iCsbhiHceCLx8LmYrOPQ
"Health & Medical, Cosmetic Dentists, Endodontists, General Dentistry, Dentists"	TzjaQymGsdqDELy8wAXQ5A
"General Dentistry, Health & Medical, Dentists"	peWRsoUlu1_64aUUy6W6Yg
"Cosmetic Dentists, Oral Surgeons, Health & Medical, Dentists, General Dentistry"	_9lnbDRvashBE9ey5gAJfg
"Health & Medical, Dentists"	OYUo8ji0mQ3NlDsCgHQBjQ
"Health & Medical, Dentists, General Dentistry, Cosmetic Dentists"	jmw0pyARooHSQ4jETLIOkA
"Oral Surgeons, Dentists, Health & Medical"	1O79hBOYHrMkgKotzL2nvw
"Dentists, Health & Medical, Endodontists, Cosmetic Dentists, General Dentistry, Orthodontists"	ACMNVf1tTi0Zh-46CPeTwg
"Tutoring Centers, Cosmetic Dentists, Specialty Schools, Health & Medical, Dentists, Education, Community Service/Non-Profit, General Dentistry, Local Services"	kRhGAMqcf5EQE_i9eYFAjw
"Dentists, Health & Medical, Orthodontists, Cosmetic Dentists, General Dentistry, Oral Surgeons"	r2nif7fEGHw0S6qMmka2nQ
"Dentists, Oral Surgeons, General Dentistry, Health & Medical, Cosmetic Dentists, Endodontists"	nbrsBJg8-PctRiFer2-k3w
"Pediatric Dentists, Prosthodontists, General Dentistry, Oral Surgeons, Dentists, Health & Medical, Cosmetic Dentists"	jahXPL5FWiiDdylJmXx5yw
"Health & Medical, Dentists, General Dentistry, Pediatric Dentists"	TslVVB6G61_HAlWYWEoqxg
"Dentists, Health & Medical"	NnYvpLPpC0aCcZ9laRKuJA
"Oral Surgeons, Cosmetic Surgeons, Health & Medical, Dentists, Doctors"	TlErVLM2UcFjKLjLOa5ykw
"Health & Medical, Cosmetic Dentists, General Dentistry, Dentists"	Zdu9iSJhbWUh69aJRlf4Kw
"Oral Surgeons, Health & Medical, Dentists, General Dentistry, Cosmetic Dentists"	NVZk4FbdS0fbVqeYbxsdhA
"Cosmetic Dentists, Dentists, Health & Medical"	Mv4PGOVI-SdE9b2aeSJ7sw
"Dentists, Orthodontists, Pediatric Dentists, Health & Medical"	qMzvj5o4KT2EejeksCmlYQ
"Health & Medical, Dentists, Endodontists, Cosmetic Dentists, General Dentistry, Oral Surgeons"	2NKjPeY8lFqRE0Y8ds69Yg
"Cosmetic Dentists, Health & Medical, Dentists, Pediatric Dentists, General Dentistry"	f_Ol9lKN_YXBZgIMCZ4KOg
"Dentists, Health & Medical, General Dentistry, Orthodontists"	m-kujDna3TB3UPOdCkwebw
"Health & Medical, Endodontists, Dentists, Cosmetic Dentists, General Dentistry"	KgIfWYWFLinCnhPS77Hsmw
"Dentists, Health & Medical"	LADTj6n321k866KxeIiNKg
"Health & Medical, Dentists, General Dentistry"	_8mXn0qd0qaun3ojd0LRYA
"Dentists, Pediatric Dentists, Cosmetic Dentists, General Dentistry, Health & Medical"	hbDvPRSQYzBsra983ZUjEw
"Veterinarians, General Dentistry, Health & Medical, Pets, Cosmetic Dentists, Dentists"	KmD1KSjXOGhJFFdhWuvq9A
"Health & Medical, Cosmetic Dentists, General Dentistry, Periodontists, Dentists"	qq-JdwjPmr6d31Xambx91Q
"Endodontists, Orthodontists, Dentists, General Dentistry, Periodontists, Health & Medical, Cosmetic Dentists"	AwlUedaZFeFb7vAYyIX4dw
"Dentists, Periodontists, Health & Medical, General Dentistry, Cosmetic Dentists"	PR7IguvsvypkqIj4N0UnGQ
"Health & Medical, Cosmetic Dentists, Oral Surgeons, General Dentistry, Dentists"	vC3PDd3hOKexxoBdHhdDvA
"Orthodontists, General Dentistry, Dentists, Health & Medical, Cosmetic Dentists"	FmOkHVqfuJuxTaRYYZy57g
"Endodontists, Cosmetic Dentists, Dentists, Health & Medical, General Dentistry"	CrpOuFRhugfQ4gMn1SKRzg
"Dentists, Health & Medical, Pediatric Dentists"	6qfATVK2J3ThdZKlYe7e5A
"Orthodontists, Cosmetic Dentists, Pediatric Dentists, General Dentistry, Health & Medical, Dentists"	Ud8wx9lv8MQCtZwNRjEaVg
"General Dentistry, Health & Medical, Dentists, Pediatric Dentists, Cosmetic Dentists"	q3C3EiT3qWg95liVMqLAeA
"Pediatric Dentists, Health & Medical, Cosmetic Dentists, Endodontists, Dentists, General Dentistry"	aYTAsPKdXRpvytYM65UEtQ
"Health & Medical, Cosmetic Dentists, General Dentistry, Dentists"	ABlz0-GMa9tYNWQnifyB1Q
"Dentists, Health & Medical, General Dentistry, Cosmetic Dentists"	XnIYdYRnuCX8PXGbZsBf-w
"Pediatric Dentists, Cosmetic Dentists, Dentists, Health & Medical, General Dentistry"	yUcb4GXNckRAvrkTNxi7RQ
"Dentists, Oral Surgeons, Cosmetic Dentists, Health & Medical, General Dentistry"	Yfs8eD5b767z6xBUCxT5nQ
"Health & Medical, General Dentistry, Oral Surgeons, Dentists, Cosmetic Dentists"	IHTndokAMA7Thnn-2OCPuQ
"Health & Medical, Endodontists, Dentists, General Dentistry"	YulFeohJQz8ECCuxopF3NQ
"Oral Surgeons, Periodontists, Endodontists, Orthodontists, Dentists, Health & Medical"	YXzObXND5iD9XOtM6d419Q
"General Dentistry, Cosmetic Dentists, Oral Surgeons, Dentists, Health & Medical, Pediatric Dentists, Orthodontists"	OJ6jCE2032XNYofwm3rVXA
"Cosmetic Dentists, General Dentistry, Health & Medical, Oral Surgeons, Dentists"	#NAME?
"Dentists, General Dentistry, Periodontists, Endodontists, Health & Medical, Cosmetic Dentists, Orthodontists"	_cPKhspnmpEEVXYKO3l-Sg
"Health & Medical, Prosthodontists, General Dentistry, Cosmetic Dentists, Dentists"	I5wx6OPTE_XlX8DKKPS3Jw
"Dentists, Health & Medical, General Dentistry"	d320c4635zYQ7XWnhXY42Q
"Health & Medical, Dentists, Orthodontists, Pediatric Dentists"	tTT_cKB6stzsTlocjjkuDA
"Cosmetic Dentists, Dentists, Periodontists, General Dentistry, Health & Medical"	9NY1E1CRvcm4n6Xyke8CAA
"Dentists, Cosmetic Dentists, General Dentistry, Pediatric Dentists, Health & Medical"	UNhMZrJ-zZjh1XKaj0Z_DQ
"Oral Surgeons, Dentists, Cosmetic Surgeons, Cosmetic Dentists, Doctors, General Dentistry, Health & Medical"	7LCDiK9yOQCkw1DCrGZKVg
"Cosmetic Dentists, Health & Medical, General Dentistry, Dentists"	wtP76DJCEkkEcyFgcnq-Mg
"Health & Medical, General Dentistry, Orthodontists, Dentists"	hLPuR5oF0cA2vVNrAB8QsQ
"Dentists, Health & Medical, General Dentistry"	#NAME?
"Oral Surgeons, Health & Medical, General Dentistry, Dentists"	lADrKwdUi9gVwGMbQjmLdw
"General Dentistry, Dentists, Orthodontists, Endodontists, Health & Medical"	Wcos8wvTMj_pAs50rxm1BQ
"Cosmetic Dentists, Health & Medical, Dentists, General Dentistry, Orthodontists"	NJOiQ2_5CL-k7lBGyyWQyA
"Dentists, Cosmetic Dentists, Health & Medical, Oral Surgeons, General Dentistry"	KVxb5wVdVddkCH-BMSEf9w
"Cosmetic Dentists, General Dentistry, Dentists, Health & Medical"	a5IBYpc55-7XAdS2Ia0TMw
"Dentists, General Dentistry, Health & Medical"	ayId0ikomPSfXXL20NREng
"Cosmetic Dentists, General Dentistry, Dentists, Health & Medical"	gr7s41rNnEHY2XSqZt5TtQ
"Dentists, Health & Medical, Orthodontists, Oral Surgeons, Cosmetic Dentists, General Dentistry"	lWw77Z-FFIfouDmnvg08tg
"Dentists, General Dentistry, Health & Medical, Cosmetic Dentists, Periodontists"	uGpTwaC13tjVO4Jq4Dn6wQ
"Cosmetic Dentists, Health & Medical, Dentists, General Dentistry"	3Jxw9RJFr0r7v4L5wfZlzA
"General Dentistry, Cosmetic Dentists, Dentists, Oral Surgeons, Health & Medical, Endodontists"	TVqeUn37-xg-1IAS4FTuaA
"Health & Medical, Dentists, Cosmetic Dentists, General Dentistry"	oeUqaLWMTPWig5FuFtuGKA
"Health & Medical, Periodontists, Dentists"	BV6aBOzH8mbQ0be3-AvKJA
"Orthodontists, Dentists, Health & Medical"	2CkSZrvXFTkobhNfEikMtQ
"Teeth Whitening, General Dentistry, Dentists, Prosthodontists, Beauty & Spas, Health & Medical, Cosmetic Dentists"	JK3CKBR39PU7NAVFIXbJDw
"Oral Surgeons, Dentists, General Dentistry, Orthodontists, Health & Medical, Cosmetic Dentists"	FYWN1wneV18bWNgQjJ2GNg
"Dentists, Health & Medical, General Dentistry, Cosmetic Dentists"	gvwB-rM9HZV0Epnus-H7Eg
"Health & Medical, Dentists, Endodontists"	AC4lU26v6xSyEtJpqb7-0A
"Health & Medical, General Dentistry, Orthodontists, Periodontists, Endodontists, Cosmetic Dentists, Dentists"	E6mTpM2Q74Np5xZ4Ap7KsA
"Dentists, Health & Medical, Cosmetic Dentists"	OBGHNjeNgdJTbXiO2h01gw
"Cosmetic Dentists, Health & Medical, Pediatric Dentists, General Dentistry, Orthodontists, Dentists"	poZ4VDSELOVcrq_41ytk5g
"Cosmetic Dentists, General Dentistry, Dentists, Health & Medical"	oPRveLERJ9uywyfvPo-1HQ
"Dentists, Health & Medical, General Dentistry, Cosmetic Dentists"	cp8N0NeW6dTwEdms2b3e_g
"Periodontists, Health & Medical, Cosmetic Dentists, Dentists, Oral Surgeons, General Dentistry"	sxaWkkInoFuy_14BZYz0yw
"Orthodontists, Health & Medical, Dentists, General Dentistry, Cosmetic Dentists"	PqSvSW-QfmaKbWEjutCo3Q
"Health & Medical, Cosmetic Dentists, Dentists, General Dentistry"	M6hpXLvo_JkOYLi6aVRrRA
"General Dentistry, Dentists, Health & Medical, Cosmetic Dentists, Periodontists, Orthodontists"	85-d2678LYYzABYzoyijww
"Dentists, General Dentistry, Health & Medical"	3xvdiRMZ8c2Jd6qqq04zjw
"Dentists, Cosmetic Dentists, Health & Medical, General Dentistry"	Kvn6KBo-1rQDO94_81hCXQ
"Beauty & Spas, General Dentistry, Endodontists, Cosmetic Dentists, Dentists, Health & Medical, Teeth Whitening"	pxkE3PLzAAdG4J1bs5O_Ig
"Dentists, Health & Medical, General Dentistry"	LTQFQp9xUIWQYd5-ETev4w
"Endodontists, Periodontists, Health & Medical, Dentists, General Dentistry"	asH1_dhUbNTPEHvPpW5A4Q
"Dentists, Cosmetic Surgeons, Health & Medical, Oral Surgeons, Doctors"	FYPij9UhKHih23HeLCMeBw
"Orthodontists, General Dentistry, Dentists, Health & Medical"	YMJlHjTGcqP5vfu-Ysea6A
"Dentists, Oral Surgeons, Health & Medical, Orthodontists, General Dentistry, Cosmetic Dentists"	ZmzX3wni1TXVQGT3eza_Vg
"Oral Surgeons, Periodontists, General Dentistry, Endodontists, Pediatric Dentists, Cosmetic Dentists, Health & Medical, Dentists"	3Fn5RPKlnYF14LG1K8X12w
"Health & Medical, General Dentistry, Dentists, Oral Surgeons, Orthodontists, Endodontists, Cosmetic Dentists"	4b_caDw1nO13jYu0Rcvy9g
"Oral Surgeons, Doctors, Surgeons, Health & Medical, Dentists"	nc3goV5ZCUJroarAEmfHeA
"Dentists, Endodontists, Periodontists, Health & Medical, General Dentistry, Cosmetic Dentists"	fJ36_kjE8y620DQ7rL2YAQ
"Cosmetic Dentists, General Dentistry, Dentists, Health & Medical"	PD5at6I_ja6L2rrY0KcjvQ
"Health & Medical, General Dentistry, Dentists"	j3NCjUpGkQVq0drkyPv94A
"General Dentistry, Dentists, Endodontists, Cosmetic Dentists, Health & Medical"	2lpTbgwlVEYXgFBqUpKmrg
"Dentists, Health & Medical"	eor0QgSeBZGXROolFn8gew
"Cosmetic Dentists, Health & Medical, General Dentistry, Dentists, Periodontists"	gXvGbAXD_ugSEq19Svt28Q
"Cosmetic Dentists, General Dentistry, Health & Medical, Dentists, Orthodontists"	CHnn-FCN0k176J2xVQkc3Q
"Dentists, Cosmetic Dentists, General Dentistry, Health & Medical"	dpq2cr7kKFvHqu0IQv6HrQ
"Health & Medical, Orthodontists, Dentists"	fpl2RohAjL2SGiOA58z3tA
"Health & Medical, Dentists, General Dentistry"	ieoqFzzZptjdND1N5fw36g
"General Dentistry, Orthodontists, Dentists, Health & Medical, Oral Surgeons"	oJicZ-4Pvb26veSG1B54KA
"Periodontists, Dentists, Health & Medical"	oQzQ8auzlPRctYlme-8Qcg
"Health & Medical, Dentists, Cosmetic Dentists, General Dentistry, Oral Surgeons"	p36XSjsfgvEYE_lZHU4nrg
"Endodontists, Dentists, Health & Medical"	l6JztJ6q604RHzQ3K4eDnA
"Dentists, Cosmetic Dentists, Health & Medical, General Dentistry, Periodontists"	Wk_mvAblmTlmYVOlKGq-tQ
"General Dentistry, Dentists, Health & Medical"	0njaz5UFLm4g8eMi76FhlQ
"Dental Hygienists, Cosmetic Dentists, General Dentistry, Dentists, Health & Medical"	QDyjCYtWHOOnm58_Ju70Yg
"Orthodontists, Dentists, Health & Medical"	FlBkuchRo0NbIY6HTGXFPg
"Health & Medical, Dentists, Orthodontists"	RMBR7WE_FY0IjPeal-UCow
